file	title	author	licence	url
music-rfm-0083	"Motivator" (by Kevin MacLeod)	Kevin MacLeod	CC BY 3.0	
music-rfm-0087	"Neo Western" (by Kevin MacLeod)	Kevin MacLeod	CC BY 3.0	
music-rfm-0086	"Neolith" (by Kevin MacLeod)	Kevin MacLeod	CC BY 3.0	
music-rfm-0097	"Pilot Error" (by Kevin MacLeod)	Kevin MacLeod	CC BY 3.0	
music-rfm-0101	"Pump Sting" (by Kevin MacLeod)	Kevin MacLeod	CC BY 3.0	
music-rfm-0103	"Raw" (by Kevin MacLeod)	Kevin MacLeod	CC BY 3.0	
music-rfm-0104	"Ready Aim Fire" (by Kevin MacLeod)	Kevin MacLeod	CC BY 3.0	
music-rfm-0108	"Riptide" (by Kevin MacLeod)	Kevin MacLeod	CC BY 3.0	
music-rfm-0111	"Rock Over London" (by Kevin MacLeod)	Kevin MacLeod	CC BY 3.0	
music-rfm-0110	"Rock on Chicago" (by Kevin MacLeod)	Kevin MacLeod	CC BY 3.0	
music-rfm-0113	"Sax Rock and Roll" (by Kevin MacLeod)	Kevin MacLeod	CC BY 3.0	
music-rfm-0121	"Sock Hop" (by Kevin MacLeod)	Kevin MacLeod	CC BY 3.0	
music-rfm-0127	"Surf Inspector" (by Kevin MacLeod)	Kevin MacLeod	CC BY 3.0	
music-rfm-0136	"Twisted" (by Kevin MacLeod)	Kevin MacLeod	CC BY 3.0	
music-rfm-0142	"Wah Game Loop" (by Kevin MacLeod)	Kevin MacLeod	CC BY 3.0	
music-rfm-0143	"Welcome to the Show" (by Kevin MacLeod)	Kevin MacLeod	CC BY 3.0	
music-rfm-0146	"Zap Beat" (by Kevin MacLeod)	Kevin MacLeod	CC BY 3.0	
noise-sound-bible-0003	Audience Applause	Matthiew11	Attribution 3.0	http://soundbible.com/2087-Audience-Applause.html
noise-sound-bible-0057	Piano Breaking	Brandondorf	Attribution 3.0	http://soundbible.com/2086-Piano-Breaking.html
noise-sound-bible-0045	Annoying Speaker Pulsing	Ethan Buck	Public Domain	http://soundbible.com/2085-Annoying-Speaker-Pulsing.html
noise-sound-bible-0049	Crickets Chirping At Night	Lisa Redfern	Public Domain	http://soundbible.com/2083-Crickets-Chirping-At-Night.html
noise-sound-bible-0035	Hammering	Lisa Redfern	Public Domain	http://soundbible.com/2082-Hammering.html
noise-sound-bible-0017	Coin Drop	Willem Hunt	Public Domain	http://soundbible.com/2081-Coin-Drop.html
noise-sound-bible-0034	Gun Battle Sound	ReamProductions	Attribution 3.0	http://soundbible.com/2078-Gun-Battle-Sound.html
noise-sound-bible-0065	RPG Plus Shrapnel	Mike Koenig	Attribution 3.0	http://soundbible.com/2075-RPG-Plus-Shrapnel.html
noise-sound-bible-0036	Helicopter Approach	Mike Koenig	Attribution 3.0	http://soundbible.com/2074-Helicopter-Approach.html
noise-sound-bible-0083	Winchester 1873 Single Shots	Grant Evans	Attribution 3.0	http://soundbible.com/2071-Winchester-1873-Single-Shots.html
noise-sound-bible-0060	Railroad Crossing Bell	Brylon Terry	Attribution 3.0	http://soundbible.com/2070-Railroad-Crossing-Bell.html
noise-sound-bible-0061	Rain Inside House	Mark DiAngelo	Attribution 3.0	http://soundbible.com/2065-Rain-Inside-House.html
noise-sound-bible-0018	UFO Landing	Sonidor	Attribution 3.0	http://soundbible.com/2063-UFO-Landing.html
noise-sound-bible-0048	Night Rain In Russian City	Alexander Tram	Attribution 3.0	http://soundbible.com/2059-Night-Rain-In-Russian-City.html
noise-sound-bible-0032	Footsteps On Cement	Tim Fryer	Public Domain	http://soundbible.com/2057-Footsteps-On-Cement.html
noise-sound-bible-0007	Missile Alert	BOMB SIREN	Attribution 3.0	http://soundbible.com/2056-Missile-Alert.html
noise-sound-bible-0078	Thunder Sound FX	Grant Evans	Attribution 3.0	http://soundbible.com/2053-Thunder-Sound-FX.html
noise-sound-bible-0054	Phone Ringing 8x	Mike Koenig	Attribution 3.0	http://soundbible.com/1869-Phone-Ringing-8x.html
noise-sound-bible-0025	Electrical Sweep	Sweeper	Public Domain	http://soundbible.com/1795-Electrical-Sweep.html
noise-sound-bible-0043	Modem	KP	Public Domain	http://soundbible.com/1701-Modem.html
noise-sound-bible-0039	DTMF Tones	KevanGC	Public Domain	http://soundbible.com/1573-DTMF-Tones.html
noise-sound-bible-0052	Phone Dialing With Dialtone	KevanGC	Public Domain	http://soundbible.com/1560-Phone-Dialing-With-Dialtone.html
noise-sound-bible-0055	Phone Ringing	acclivity	Attribution 3.0	http://soundbible.com/1518-Phone-Ringing.html
noise-sound-bible-0076	Telephone Ring	transitking	Attribution 3.0	http://soundbible.com/1411-Telephone-Ring.html
noise-sound-bible-0072	Skype Feedback	ezwa	Public Domain	http://soundbible.com/1349-Skype-Feedback.html
noise-sound-bible-0070	Short Dial Tone	Mike Koenig	Attribution 3.0	http://soundbible.com/1118-Short-Dial-Tone.html
noise-sound-bible-0053	Phone Off Hook	Mike Koenig	Attribution 3.0	http://soundbible.com/1091-Phone-Off-Hook.html
noise-sound-bible-0008	Busy Signal	Mike Koenig	Attribution 3.0	http://soundbible.com/1072-Busy-Signal.html
noise-sound-bible-0020	Dial Tone	Mike Koenig	Attribution 3.0	http://soundbible.com/1070-Dial-Tone.html
noise-sound-bible-0019	Dialing Phone Number	Mike Koenig	Attribution 3.0	http://soundbible.com/418-Dialing-Phone-Number.html
noise-sound-bible-0038	Home Phone Ringing	Mike Koenig	Attribution 3.0	http://soundbible.com/315-Home-Phone-Ringing.html
noise-sound-bible-0001	Answering Machine Beep	Mike Koenig	Attribution 3.0	http://soundbible.com/5-Answering-Machine-Beep.html
noise-sound-bible-0077	Temple Bell	Mike Koenig	Attribution 3.0	http://soundbible.com/1531-Temple-Bell.html
noise-sound-bible-0080	Triangle Dinner Bell	CowBoyTyrone	Attribution 3.0	http://soundbible.com/1525-Triangle-Dinner-Bell.html
noise-sound-bible-0075	Sunday Church Ambiance	lezer	Public Domain	http://soundbible.com/1264-Sunday-Church-Ambiance.html
noise-sound-bible-0009	Buzz Fade Out	Mike Koenig	Attribution 3.0	http://soundbible.com/1198-Buzz-Fade-Out.html
noise-sound-bible-0030	Fire Truck Siren	FiremanSam	Attribution 3.0	http://soundbible.com/1511-Fire-Truck-Siren.html
noise-sound-bible-0059	Police	TheCristi95	Public Domain	http://soundbible.com/1819-Police.html
noise-sound-bible-0015	City Ambiance	lezer	Public Domain	http://soundbible.com/1266-City-Ambiance.html
noise-sound-bible-0085	Woop Woop	Mike Koenig	Attribution 3.0	http://soundbible.com/1377-Woop-Woop.html
noise-sound-bible-0027	Falcon	Mark Mattingly	Attribution 3.0	http://soundbible.com/1974-Falcon.html
noise-sound-bible-0011	Canadian Geese Migration	Mike Koenig	Attribution 3.0	http://soundbible.com/1861-Canadian-Geese-Migration.html
noise-sound-bible-0041	Mallard Duck Quacking	Mike Koenig	Attribution 3.0	http://soundbible.com/1862-Mallard-Duck-Quacking.html
noise-sound-bible-0022	Dove	Mike Koenig	Attribution 3.0	http://soundbible.com/1850-Dove.html
noise-sound-bible-0082	Warbling Vireo	Mike Koenig	Attribution 3.0	http://soundbible.com/1846-Warbling-Vireo.html
noise-sound-bible-0012	Best Cardinal Bird	PsychoBird	Attribution 3.0	http://soundbible.com/1515-Best-Cardinal-Bird.html
noise-sound-bible-0047	Neighborhood Dogs Barking	Ca9	Attribution 3.0	http://soundbible.com/1514-Neighborhood-Dogs-Barking.html
noise-sound-bible-0033	Frying Chicken	Mike Koenig	Attribution 3.0	http://soundbible.com/1482-Frying-Chicken.html
noise-sound-bible-0084	Wind	Stilgar	Public Domain	http://soundbible.com/1247-Wind.html
noise-sound-bible-0014	Cicada	Mike Koenig	Attribution 3.0	http://soundbible.com/920-Cicada.html
noise-sound-bible-0040	Large Chains	Mike Koenig	Attribution 3.0	http://soundbible.com/1101-Large-Chains.html
noise-sound-bible-0028	Fax Machine	Mike Koenig	Attribution 3.0	http://soundbible.com/851-Fax-Machine.html
noise-sound-bible-0064	Rockslide Small	Sound Explorer	Attribution 3.0	http://soundbible.com/1987-Rockslide-Small.html
noise-sound-bible-0050	Page Turn	Mark DiAngelo	Attribution 3.0	http://soundbible.com/2066-Page-Turn.html
noise-sound-bible-0037	Hole Punch	Simon Craggs	Attribution 3.0	http://soundbible.com/1969-Hole-Punch.html
noise-sound-bible-0074	Stapling Paper	earthcalling	Public Domain	http://soundbible.com/1537-Stapling-Paper.html
noise-sound-bible-0005	Background Noise	Mike Koenig	Attribution 3.0	http://soundbible.com/531-Background-Noise.html
noise-sound-bible-0010	Buzz	KP	Attribution 3.0	http://soundbible.com/1581-Buzz.html
noise-sound-bible-0024	Eating	Caroline Ford	Attribution 3.0	http://soundbible.com/976-Eating.html
noise-sound-bible-0023	Eat Chips	Caroline Ford	Attribution 3.0	http://soundbible.com/912-Eat-Chips.html
noise-sound-bible-0081	Truck Idle And Pull Off	Mike Koenig	Attribution 3.0	http://soundbible.com/1116-Truck-Idle-And-Pull-Off.html
noise-sound-bible-0068	Sharpen Knife	J Bravo	Attribution 3.0	http://soundbible.com/2025-Sharpen-Knife.html
noise-sound-bible-0067	School Fire Alarm	Cullen Card	Attribution 3.0	http://soundbible.com/2022-School-Fire-Alarm.html
noise-sound-bible-0079	Thunder Strike 1	Mike Koenig	Attribution 3.0	http://soundbible.com/2015-Thunder-Strike-1.html
noise-sound-bible-0016	City Centre	Hopeinawe	Attribution 3.0	http://soundbible.com/2000-City-Centre.html
noise-sound-bible-0058	Pin Dropping	Brian Rocca	Attribution 3.0	http://soundbible.com/1992-Pin-Dropping.html
noise-sound-bible-0002	Apple Bite	Simon Craggs	Attribution 3.0	http://soundbible.com/1968-Apple-Bite.html
noise-sound-bible-0013	Cat Meow 2	Cat Stevens	Attribution 3.0	http://soundbible.com/1954-Cat-Meow-2.html
noise-sound-bible-0031	Football Crowd	GoGo	Attribution 3.0	http://soundbible.com/1882-Football-Crowd.html
noise-sound-bible-0004	Babbling Brook	stephan	Public Domain	http://soundbible.com/1776-Babbling-Brook.html
noise-sound-bible-0069	Shooting Star	Mike Koenig	Attribution 3.0	http://soundbible.com/1744-Shooting-Star.html
noise-sound-bible-0063	Record Player Static	Mike Koenig	Attribution 3.0	http://soundbible.com/1674-Record-Player-Static.html
noise-sound-bible-0021	Dishwasher	stephan	Public Domain	http://soundbible.com/1667-Dishwasher.html
